马来西亚,my,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/my.yaml,Asia/Kuala_Lumpur,English,1.554,103.7098,是,40%
越南,vn,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/vn.yaml,Asia/Bangkok,English,21.0184,105.8461,是,27%
菲律宾,ph,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ph.yaml,Asia/Manila,English,14.6475,121.0494,是,40%
泰国,th,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/th.yaml,Asia/Bangkok,English,13.7101,100.4543,是,35%
印度,in,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/in.yaml,Asia/Kolkata,English,19.0748,72.8856,是,45%
中国台湾,tw,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/tw.yaml,Asia/Taipei,English,22.9917,120.2148,是,60%
日本,jp,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/jp.yaml,Asia/Tokyo,English,34.6657,135.5849,是,35%
韩国,kr,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/kr.yaml,Asia/Seoul,English,35.1995,129.0799,是,45%
科威特,kw,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/kw.yaml,Asia/Kuwait,English,29.3323,48.074,是,38%
阿曼,om,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/om.yaml,Asia/Muscat,English,23.578,58.4021,是,45%
卡塔尔,qa,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/qa.yaml,Asia/Baghdad,English,33,44,是,60%
孟加拉国,bd,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/bd.yaml,Asia/Dhaka,English,23.7018,90.3742,是,20%
巴基斯坦,pk,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/pk.yaml,Asia/Karachi,English,31.3709,73.0336,是,42%
印度尼西亚,id,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/id.yaml,Asia/Jakarta,English,-7.6928,110.6647,是,35%
中国香港,hk,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/hk.yaml,Asia/Hong_Kong,English,22.2578,114.1657,是,50%
约旦,jo,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/jo.yaml,Asia/Amman,English,31.9555,35.9435,是,50%
沙特阿拉伯,sa,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/sa.yaml,Asia/Riyadh,English,26.5651,50.0118,是,30%
土耳其,tr,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/tr.yaml,Europe/Istanbul,English,40.7782,30.4017,是,35%
缅甸,mm,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/mm.yaml,Asia/Yangon,English,21,96,是,30%
吉尔吉斯斯坦,kg,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/kg.yaml,Asia/Bishkek,English,42.8696,74.5932,是,40%
塔吉克斯坦,tj,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/tj.yaml,Asia/Dushanbe,English,39.0015,71.0042,是,45%
新加坡,sg,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/sg.yaml,Asia/Singapore,English,1.3248,103.8566,是,45%
伊拉克,iq,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/iq.yaml,Asia/Baghdad,English,36.1898,44.0157,是,30%
阿塞拜疆,az,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/az.yaml,Asia/Baku,English,40.3771,49.8875,是,45%
中国澳门,mo,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/mo.yaml,Asia/Macau,English,22.201,113.5559,是,25%
柬埔寨,kh,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/kh.yaml,Asia/Phnom_Penh,English,11.5583,104.9121,是,27%
文莱,bn,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/bn.yaml,Asia/Brunei,English,4.8852,114.9468,是,35%
以色列,il,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/il.yaml,Asia/Jerusalem,English,31.7674,35.2186,是,30%
老挝,la,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/la.yaml,Asia/Vientiane,English,17.9641,102.5987,是,35%
法国,fr,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/fr.yaml,Europe/Paris,English,43.3389,3.2086,是,50%
英国,gb,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/gb.yaml,Europe/London,English,51.9322,-0.4568,是,61%
意大利,it,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/it.yaml,Europe/Rome,English,37.4925,15.0701,是,35%
德国,de,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/de.yaml,Europe/Berlin,English,48.767,9.1827,是,40%
卢森堡,lu,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/lu.yaml,Europe/Luxembourg,English,49.4998,5.9802,是,30%
阿联酋,ae,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ae.yaml,Asia/Dubai,English,25.3412,55.4224,是,45%
比利时,be,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/be.yaml,Europe/Brussels,English,50.8343,5.1097,是,35%
西班牙,es,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/es.yaml,Europe/Madrid,English,37.4086,-5.9934,是,36%
俄罗斯,ru,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ru.yaml,Europe/Moscow,English,68.9702,33.078,是,62%
爱尔兰,ie,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ie.yaml,Europe/Dublin,English,53.5191,-8.8491,是,40%
芬兰,fi,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/fi.yaml,Europe/Helsinki,English,60.1999,24.9246,是,40%
葡萄牙,pt,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/pt.yaml,Europe/Lisbon,English,41.4456,-8.2929,是,30%
拉脱维亚,lv,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/lv.yaml,Europe/Riga,English,56.9473,24.0979,是,20%
瑞典,se,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/se.yaml,Europe/Stockholm,English,58.5334,15.0333,是,30%
波兰,pl,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/pl.yaml,Europe/Warsaw,English,54.0888,18.7783,是,20%
立陶宛,lt,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/lt.yaml,Europe/Riga,English,56.9473,24.0979,是,52%
白俄罗斯,by,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/by.yaml,Europe/Minsk,English,53.901,27.5707,是,20%
荷兰,nl,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/nl.yaml,Europe/Amsterdam,English,52.3346,4.8914,是,20%
伊朗,ir,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ir.yaml,Asia/Tehran,English,35.6824,51.4158,是,10%
巴林,bh,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/bh.yaml,Asia/Bahrain,English,26.118,50.5011,是,30%
瑞士,ch,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ch.yaml,Europe/Zurich,English,47.2557,8.697,是,10%
捷克共和国,cz,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/cz.yaml,Europe/Prague,English,50.0766,14.4464,是,40%
挪威,no,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/no.yaml,Europe/Oslo,English,63.4306,10.4037,是,30%
乌克兰,ua,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ua.yaml,Europe/Simferopol,English,44.9607,34.1051,是,50%
希腊,gr,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/gr.yaml,Europe/Athens,English,37.9842,23.7353,是,24%
美国,us,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/us.yaml,America/New_York,English,36.0958,-79.2743,,
塞尔维亚,rs,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/rs.yaml,Europe/Belgrade,English,45.29,19.7403,是,30%
罗马尼亚,ro,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ro.yaml,Europe/Bucharest,English,46.3463,25.7977,是,35%
加拿大,ca,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ca.yaml,America/Toronto,English,43.4269,-80.5436,是,30%
丹麦,dk,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/dk.yaml,Europe/Copenhagen,English,55.7082,9.5299,是,20%
哥斯达黎加,cr,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/cr.yaml,America/Costa_Rica,English,9.9395,-84.0905,是,20%
墨西哥,mx,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/mx.yaml,America/Mexico_City,English,19.6648,-101.2796,是,35%
巴拿马,pa,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/pa.yaml,America/Panama,English,8.9948,-79.523,是,40%
牙买加,jm,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/jm.yaml,America/Jamaica,English,18.1667,-77.25,是,51.30%
危地马拉,gt,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/gt.yaml,America/Guatemala,English,14.6419,-90.5133,是,60%
匈牙利,hu,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/hu.yaml,Europe/Budapest,English,47.6676,19.0807,是,34%
阿根廷,ar,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ar.yaml,America/Argentina/Buenos_Aires,English,-34.1656,-59.8033,是,46%
智利,cl,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/cl.yaml,America/Santiago,English,-33.5901,-70.6956,是,56%
巴西,br,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/br.yaml,America/Sao_Paulo,English,-19.0233,-48.3348,是,49%
秘鲁,pe,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/pe.yaml,America/Lima,English,-12.046,-77.0305,是,40%
圭亚那,gy,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/gy.yaml,America/Guyana,English,6.8045,-58.1553,是,33%
厄瓜多尔,ec,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ec.yaml,America/Guayaquil,English,-2.2038,-79.8819,是,56%
洪都拉斯,hn,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/hn.yaml,America/Tegucigalpa,English,15.3948,-87.8062,是,34%
巴拉圭,py,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/py.yaml,America/Asuncion,English,-22.5476,-55.7372,是,27%
哥伦比亚,co,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/co.yaml,America/Bogota,English,6.2529,-75.5646,是,53%
乌兹别克斯坦,uz,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/uz.yaml,Asia/Tashkent,English,41.2615,69.2177,是,32%
波多黎各,pr,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/pr.yaml,America/Puerto_Rico,English,18.4038,-66.1493,是,35%
澳大利亚,au,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/au.yaml,Australia/Melbourne,English,-37.8585,144.8939,是,33%
新西兰,nz,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/nz.yaml,Pacific/Auckland,English,-36.8565,174.7516,是,35%
马达加斯加,mg,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/mg.yaml,Indian/Antananarivo,English,-18.913,47.5296,是,20%
南非,za,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/za.yaml,Africa/Johannesburg,English,-33.914,18.4129,是,54%
莫桑比克,mz,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/mz.yaml,Africa/Maputo,English,-19.8459,34.8357,是,25%
埃塞俄比亚,et,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/et.yaml,Africa/Addis_Ababa,English,9.0245,38.7485,是,24%
埃及,eg,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/eg.yaml,Africa/Cairo,English,30.0507,31.2489,是,20%
尼日利亚,ng,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ng.yaml,Africa/Lagos,English,6.4474,3.3903,是,30%
摩洛哥,ma,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ma.yaml,Africa/Casablanca,English,35.7758,-5.7909,是,25%
加纳,gh,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/gh.yaml,Africa/Accra,English,5.5545,-0.1902,是,43%
玻利维亚,bo,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/bo.yaml,America/La_Paz,English,-16.5002,-68.1493,是,44%
肯尼亚,ke,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/ke.yaml,Africa/Nairobi,English,-1.2841,36.8155,是,22%
奥地利,at,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/at.yaml,Europe/Vienna,English,48.0487,16.3095,是,41%
突尼斯,tn,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/tn.yaml,Africa/Tunis,English,36.8178,10.1656,是,29%
乌拉圭,uy,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/uy.yaml,America/Montevideo,English,-34.9064,-56.1629,是,36%
阿尔及利亚,dz,https://raw.githubusercontent.com/heisiyyds999/clash-conf/refs/heads/master/proxys/dz.yaml,Africa/Algiers,English,36.3758,6.6083,是,32%